treated;age;education;black;married;nodegree;re74;re75;re78;hispanic;u74;u75
1;34;7;1;0;1;1143.359375;857.5195313;0;0;0;0
1;29;8;1;0;1;0;0;1923.937988;0;1;1
0;28;10;1;0;1;10979.71387;10068.39746;0;0;0;0
0;29;9;0;0;1;9594.307617;16341.16016;16900.30078;1;0;0
1;32;11;1;0;1;0;0;8472.158203;0;1;1
1;27;11;1;0;1;17075.0332;14223.50195;7661.972656;0;0;0
1;32;10;1;0;1;2786.95874;2321.536621;179.0217285;0;0;0
0;32;10;1;0;1;0;0;0;0;1;1
0;26;11;1;0;1;4699.962891;1174.990967;6672.020996;0;0;0
0;27;11;1;0;1;3065.194092;766.298584;0;0;0;0
1;27;10;1;0;1;1001.145996;3550.074951;0;0;0;0
1;34;11;0;0;1;5061.578613;4641.467285;2877.682129;1;0;0
0;26;10;1;0;1;0;0;3931.238037;0;1;1
0;32;8;1;0;1;0;0;7152.131836;0;1;1
0;31;11;1;0;1;17711.88086;1726.444946;0;0;0;0
0;31;11;1;0;1;7662.168945;6382.586914;0;0;0;0
1;21;11;0;0;1;21589.08398;17983.70703;15191.91113;1;0;0
1;25;11;1;0;1;0;0;485.2297974;0;1;1
0;31;10;1;0;1;0;0;0;0;1;1
0;31;10;1;0;1;0;0;17014.58984;0;1;1
0;31;10;1;0;1;0;520.4462891;14527.87988;0;1;0
1;17;10;1;0;1;0;0;0;0;1;1
1;30;11;1;0;1;1913.033691;1913.033691;0;0;0;0
1;19;11;1;0;1;0;0;7458.10498;0;1;1
0;31;8;1;0;1;5495.414551;4577.680176;6153.82959;0;0;0
1;20;11;1;0;1;0;0;3972.540039;0;1;1
0;20;8;0;0;1;1350.30127;1124.801025;11731.19727;1;0;0
1;23;10;1;0;1;0;0;7693.399902;0;1;1
0;24;9;1;0;1;2788.498047;0;16461.57031;0;0;1
1;18;10;1;0;1;0;798.9078979;9737.154297;0;1;0
0;18;10;1;0;1;1557.408569;1428.143677;11602.93555;0;0;0
1;30;10;1;0;1;3140.236084;2615.81665;0;0;0;0
0;22;10;1;0;1;16486.17188;13732.98047;10770.96289;0;0;0
0;25;11;1;0;1;2622.097168;2455.067383;8764.147461;0;0;0
1;20;10;1;0;1;6123.456543;5100.838867;13626.04395;0;0;0
0;20;10;1;0;1;0;0;2015.503052;0;1;1
0;25;11;1;0;1;0;0;0;0;1;1
1;25;11;1;0;1;0;0;0;0;1;1
0;20;9;1;0;1;3311.802734;2483.852051;0;0;0;0
0;29;11;1;0;1;3550.888672;3256.164795;3290.293213;0;0;0
0;24;11;1;0;1;0;0;0;0;1;1
1;20;7;1;0;1;1884.141602;1569.48999;5518.083008;0;0;0
0;29;9;1;0;1;0;1203.823975;9378.65332;0;1;0
1;24;9;1;0;1;9154.700195;2288.675049;4849.559082;0;0;0
0;28;11;1;0;1;2431.948975;863.4794922;0;0;0;0
0;28;11;1;0;1;0;0;5767.132813;0;1;1
0;29;8;1;0;1;0;0;0;0;1;1
0;27;9;0;0;1;2129.015625;1596.761841;6723.414063;1;0;0
0;28;10;1;0;1;1471.292969;367.8233948;4858.89502;0;0;0
0;28;10;1;0;1;6567.329102;6567.329102;5435.786621;0;0;0
0;28;10;1;0;1;5377.655762;4479.586914;128.6719971;0;0;0
0;23;11;1;0;1;6382.309082;580.7901001;0;0;0;0
0;33;5;0;0;1;0;0;0;1;1;1
0;23;10;1;0;1;0;0;0;0;1;1
1;27;11;1;0;1;2206.939941;2666.273926;0;0;0;0
1;27;11;1;0;1;0;0;0;0;1;1
1;27;11;1;0;1;0;0;549.2984009;0;1;1
1;28;9;1;0;1;0;0;10694.29004;0;1;1
0;28;9;1;0;1;0;0;0;0;1;1
0;27;10;1;0;1;0;0;1135.469971;0;1;1
0;27;10;1;0;1;0;0;1184.881958;0;1;1
1;28;8;1;0;1;1577.047974;1182.786011;7779.263184;0;0;0
0;28;8;1;0;1;11870.09082;10610.08008;4623.187988;0;0;0
1;28;8;1;0;1;0;0;0;0;1;1
1;26;11;1;0;1;0;0;17230.96094;0;1;1
0;26;11;1;0;1;0;0;7176.187012;0;1;1
1;31;9;0;0;1;0;0;26817.59961;1;1;1
0;27;9;1;0;1;2838.687744;2129.015869;0;0;0;0
1;27;9;1;0;1;3059.4729;2294.604492;2018.555908;0;0;0
1;27;9;1;0;1;0;0;0;0;1;1
1;26;10;1;0;1;0;0;9265.788086;0;1;1
1;26;10;1;0;1;25929.67969;6788.958008;672.8773193;0;0;0
0;26;10;1;0;1;0;0;2169.0271;0;1;1
1;27;8;1;0;1;0;0;0;0;1;1
0;27;8;1;0;1;0;0;3783.659912;0;1;1
0;20;11;0;0;1;0;0;6378.720215;1;1;1
0;25;11;1;0;1;0;0;1264.232056;0;1;1
0;25;11;1;0;1;3649.768555;3649.768555;0;0;0;0
0;25;11;1;0;1;15209.99023;3072.726074;284.6583862;0;0;0
0;25;11;1;0;1;5281.245117;0;0;0;0;1
0;25;11;1;0;1;4672.223633;4284.429199;4116.702148;0;0;0
0;25;11;1;0;1;0;0;4196.375;0;1;1
0;17;9;0;0;1;731.9815674;671.2270508;4209.57959;1;0;0
0;26;9;1;0;1;7584.57373;6955.054199;11856.875;0;0;0
0;20;11;1;0;1;1931.244995;3248.937012;6027.638672;0;0;0
0;25;10;1;0;1;0;0;0;0;1;1
0;25;10;1;0;1;0;0;7367.040039;0;1;1
0;25;10;1;0;1;0;0;289.7898865;0;1;1
1;25;10;1;0;1;0;0;0;0;1;1
1;24;11;1;0;1;0;0;1991.400024;0;1;1
0;24;11;1;0;1;13627.26953;13370.5752;19533.88281;0;0;0
1;24;11;1;0;1;0;0;995.7001953;0;1;1
0;17;11;1;0;1;0;0;8551.533203;0;1;1
0;17;11;1;0;1;4080.72998;3796.029053;0;0;0;0
0;17;11;1;0;1;989.2678223;165.2077026;4251.126953;0;0;0
0;17;11;1;0;1;1261.501221;1156.796631;6365.03125;0;0;0
1;23;11;1;0;1;11946.11914;8959.588867;1659.499756;0;0;0
1;23;11;1;0;1;0;0;0;0;1;1
0;23;11;1;0;1;0;0;0;0;1;1
1;23;11;1;0;1;2355.178467;1961.863647;3689.125977;0;0;0
0;23;11;1;0;1;0;0;5088.759766;0;1;1
0;23;11;1;0;1;0;1896.022949;5573.546875;0;1;0
0;23;11;1;0;1;0;0;0;0;1;1
0;24;10;1;0;1;0;0;0;0;1;1
0;24;10;1;0;1;1570.118042;1307.908325;0;0;0;0
1;24;10;1;0;1;0;0;0;0;1;1
0;24;10;1;0;1;0;0;0;0;1;1
1;24;10;1;0;1;0;0;0;0;1;1
0;24;10;1;0;1;0;0;7618.63916;0;1;1
0;18;11;1;0;1;1064.698975;645.2722778;5497.59082;0;0;0
0;18;11;1;0;1;1170.327148;1170.327148;604.2286987;0;0;0
0;18;11;1;0;1;0;0;0;0;1;1
1;18;11;1;0;1;1135.474731;851.6060791;0;0;0;0
1;18;11;1;0;1;858.2542725;214.5635986;929.8839111;0;0;0
1;18;11;1;0;1;0;0;0;0;1;1
0;18;11;1;0;1;2499.641113;2292.170898;4994.226563;0;0;0
0;18;8;0;0;1;0;0;10798.55957;1;1;1
0;17;10;1;0;1;0;0;0;0;1;1
1;17;10;1;0;1;0;0;0;0;1;1
0;17;10;1;0;1;0;0;275.5661011;0;1;1
0;17;10;1;0;1;0;0;1143.386963;0;1;1
1;17;10;1;0;1;188.4142609;156.9490814;10641.24023;0;0;0
1;17;10;1;0;1;0;0;0;0;1;1
0;17;10;1;0;1;0;0;2189.426025;0;1;1
1;17;10;1;0;1;0;0;16218.04004;0;1;1
0;17;10;1;0;1;2072.555664;1726.438843;11061.61523;0;0;0
1;17;10;1;0;1;1201.140625;1000.55011;1433.53125;0;0;0
1;17;10;1;0;1;934.4453735;856.8864136;3251.099609;0;0;0
0;17;10;1;0;1;0;664.5689697;0;0;1;0
0;22;11;1;0;1;7914.130859;1321.660034;2639.290039;0;0;0
1;22;11;1;0;1;0;0;6456.696777;0;1;1
0;22;11;1;0;1;8810.067383;6974.483887;3708.718994;0;0;0
1;22;11;1;0;1;8125.351074;8774.791016;18295.81641;0;0;0
1;22;11;1;0;1;661.8984375;606.9608765;317.8951721;0;0;0
0;22;11;1;0;1;0;0;0;0;1;1
0;22;11;1;0;1;3250.14624;2707.371826;100.6998215;0;0;0
0;19;11;1;0;1;0;0;0;0;1;1
0;19;11;1;0;1;0;0;0;0;1;1
0;19;11;1;0;1;721.3405762;2445.589111;9772.283203;0;0;0
0;19;11;1;0;1;0;0;0;0;1;1
1;19;11;1;0;1;2102.502441;1927.994751;11965.8125;0;0;0
0;19;11;1;0;1;1626.623047;0;0;0;0;1
0;19;11;1;0;1;11827.83887;8870.878906;7396.29248;0;0;0
0;19;11;1;0;1;705.1963501;705.1963501;0;0;0;0
1;19;11;1;0;1;709.6714478;532.2536011;0;0;0;0
1;19;11;1;0;1;210.2502747;192.7994995;661.1923828;0;0;0
1;19;11;1;0;1;6971.326172;6409.026855;11648.69922;0;0;0
1;21;11;1;0;1;2878.113037;2158.584961;0;0;0;0
1;21;11;1;0;1;6374.677734;5310.106445;7906.34082;0;0;0
0;21;11;1;0;1;2483.851807;1862.888794;11630.66406;0;0;0
0;21;11;1;0;1;0;0;1553.291016;0;1;1
1;20;11;1;0;1;7008.338379;6426.646484;16451.46289;0;0;0
1;20;11;1;0;1;16318.62012;1484.994019;6943.341797;0;0;0
0;20;11;1;0;1;8009.164063;7666.875;7659.217773;0;0;0
1;20;11;1;0;1;759.2358398;696.2192383;0;0;0;0
0;20;11;1;0;1;3784.502197;3470.388672;7896.707031;0;0;0
0;23;10;1;0;1;0;0;0;0;1;1
0;23;10;1;0;1;0;0;0;0;1;1
0;23;10;1;0;1;0;0;0;0;1;1
1;23;10;1;0;1;2956.965576;2217.724365;0;0;0;0
0;25;8;1;0;1;0;0;3515.928955;0;1;1
1;25;8;1;0;1;0;0;0;0;1;1
0;19;10;1;0;1;0;604.1538696;0;0;1;0
0;20;8;1;0;1;0;0;0;0;1;1
0;24;9;1;0;1;1275.356201;1275.356201;8644.427734;0;0;0
0;24;9;1;0;1;9662.669922;9662.669922;0;0;0;0
0;18;10;1;0;1;0;0;11048.08008;0;1;1
0;18;10;1;0;1;0;0;781.2243042;0;1;1
1;18;10;1;0;1;0;0;11163.16992;0;1;1
1;18;10;1;0;1;763.1293945;699.7896118;480.5270081;0;0;0
0;18;10;1;0;1;960.4268188;240.1067047;2891.667969;0;0;0
1;18;10;1;0;1;1495.111572;1371.017334;12064.41309;0;0;0
0;18;10;1;0;1;1791.019897;1642.365234;0;0;0;0
0;18;10;1;0;1;1563.249023;0;9602.439453;0;0;1
0;18;10;1;0;1;2491.854004;2285.030029;3268.938232;0;0;0
0;18;10;1;0;1;0;0;202.2846985;0;1;1
0;18;11;1;0;1;4985.125;4152.609375;4164.76709;0;0;0
0;17;9;1;0;1;0;2595.26709;0;0;1;0
0;17;9;1;0;1;827.9502563;620.9627075;18085.73438;0;0;0
0;17;9;1;0;1;0;0;3590.701904;0;1;1
0;17;9;1;0;1;1608.588623;1206.441406;0;0;0;0
1;17;9;1;0;1;2001.900269;1667.583008;5594.729492;0;0;0
0;17;9;1;0;1;0;0;0;0;1;1
1;17;9;1;0;1;0;0;1953.267944;0;1;1
1;17;9;1;0;1;1466.652466;1341.651123;1374.065796;0;0;0
1;17;11;1;0;1;9266.560547;8497.435547;9017.003906;0;0;0
1;22;10;1;0;1;1168.056396;1071.107666;7315.452148;0;0;0
0;22;10;1;0;1;2119.658936;1765.676025;0;0;0;0
0;22;10;1;0;1;0;0;0;0;1;1
1;22;10;1;0;1;785.059021;653.9541626;11134.97852;0;0;0
0;22;10;1;0;1;0;0;0;0;1;1
0;26;6;1;0;1;0;0;4813.049805;0;1;1
1;19;10;1;0;1;1499.004761;1374.587402;13278.97461;0;0;0
0;19;10;1;0;1;1051.250854;963.9970703;7047.080078;0;0;0
1;19;10;1;0;1;0;385.2741089;8124.714844;0;1;0
0;19;10;1;0;1;0;0;5286.395996;0;1;1
0;19;10;1;0;1;1557.408569;1428.143677;4687.9375;0;0;0
1;19;10;1;0;1;0;0;3228.50293;0;1;1
1;19;10;1;0;1;3878.192871;3473.807617;5861.603516;0;0;0
0;19;10;1;0;1;0;0;4309.87793;0;1;1
0;18;11;1;0;1;0;0;4657.272949;0;1;1
0;18;10;1;0;1;1716.509033;2682.125;0;0;0;0
0;21;10;1;0;1;1230.09729;922.572937;0;0;0;0
0;20;10;1;0;1;3745.489014;3677.588379;557.7498779;0;0;0
1;20;10;1;0;1;5005.730957;2777.35498;5615.188965;0;0;0
1;23;9;1;0;1;2365.573242;1774.180054;11464.71387;0;0;0
1;23;8;0;0;1;0;0;3881.283936;1;1;1
0;18;9;1;0;1;2198.164307;2006.628662;6546.009277;0;0;0
0;18;9;1;0;1;0;0;12486.16992;0;1;1
1;18;9;1;0;1;1401.668091;1285.32959;15369.47754;0;0;0
0;18;9;1;0;1;0;0;10877.34961;0;1;1
0;18;9;1;0;1;0;0;2389.678955;0;1;1
0;18;9;1;0;1;0;0;0;0;1;1
0;18;9;1;0;1;1605.448242;1605.448242;0;0;0;0
1;18;9;1;0;1;1577.047974;1182.786011;5100.46875;0;0;0
0;18;9;1;0;1;588.7943115;490.4656372;3480.847412;0;0;0
0;18;9;1;0;1;1541.834961;1413.862671;3475.52002;0;0;0
0;18;9;1;0;1;0;0;9227.051758;0;1;1
1;18;9;1;0;1;0;3287.375;5010.341797;0;1;0
0;17;8;1;0;1;1962.335571;2036.790405;0;0;0;0
0;17;8;1;0;1;0;0;7010.443848;0;1;1
0;17;8;1;0;1;0;0;8993.865234;0;1;1
0;17;8;1;0;1;1025.080322;768.8101807;3020.947754;0;0;0
1;17;8;1;0;1;0;0;8061.484863;0;1;1
0;17;8;1;0;1;1284.862549;1178.218994;14380.17285;0;0;0
0;22;9;1;0;1;0;0;12898.37988;0;1;1
0;22;9;1;0;1;0;0;0;0;1;1
1;22;9;1;0;1;0;0;4056.493896;0;1;1
0;26;5;1;0;1;0;0;0;0;1;1
1;19;9;1;0;1;0;798.9078979;17685.17969;0;1;0
0;19;9;1;0;1;1083.381226;902.456543;1914.413574;0;0;0
1;19;9;1;0;1;0;0;8173.908203;0;1;1
0;19;9;1;0;1;0;0;5712.643066;0;1;1
0;19;9;1;0;1;2881.206787;2642.06665;2652.624512;0;0;0
0;19;9;1;0;1;1537.929321;1537.929321;4188.735352;0;0;0
1;18;9;1;0;1;0;0;4482.845215;0;1;1
0;18;9;1;0;1;0;0;0;0;1;1
0;18;9;1;0;1;0;0;10740.08008;0;1;1
1;21;9;1;0;1;0;0;0;0;1;1
0;21;9;1;0;1;591.4990845;0;3343.224121;0;0;1
1;21;9;1;0;1;6416.470215;5749.331055;743.666626;0;0;0
1;20;9;1;0;1;720.3008423;660.5158691;12229.62598;0;0;0
0;20;9;1;0;1;0;0;5193.088867;0;1;1
0;20;9;1;0;1;0;0;2035.91394;0;1;1
0;23;8;1;0;1;0;0;3746.700928;0;1;1
0;23;8;1;0;1;7724.283203;3403.055908;0;0;0;0
0;24;7;1;0;1;0;0;2193.528076;0;1;1
1;18;8;1;0;1;1308.223633;1199.640991;0;0;0;0
1;18;8;1;0;1;0;0;0;0;1;1
0;18;8;1;0;1;0;0;1568.150024;0;1;1
1;17;7;1;0;1;0;0;3023.878906;0;1;1
0;22;8;1;0;1;0;0;1390.509033;0;1;1
0;22;8;1;0;1;6891.693848;6150.520508;0;0;0;0
1;19;8;1;0;1;0;2657.056885;9970.680664;0;1;0
0;21;8;1;0;1;39570.67969;6608.304199;3083.581055;0;0;0
0;20;8;1;0;1;0;0;3644.655029;0;1;1
1;25;5;1;0;1;0;0;12187.41016;0;1;1
1;25;5;1;0;1;0;0;6181.879883;0;1;1
0;21;7;1;0;1;33799.94922;0;11011.57031;0;0;1
1;18;6;1;0;1;0;0;0;0;1;1
1;27;10;0;0;1;459.4355774;421.3024292;3075.861816;1;0;0
1;27;10;0;0;1;0;0;11142.87012;1;1;1
0;26;11;0;0;1;1789.935547;1491.016235;0;1;0;0
0;20;6;1;0;1;6006.878906;2850.610107;0;0;0;0
1;20;9;0;0;1;12260.78027;5875.048828;1358.642944;1;0;0
0;20;7;0;0;1;0;0;4374.040039;1;1;1
0;25;9;0;0;1;0;0;15791.12988;1;1;1
0;17;10;0;0;1;0;0;8469.275391;1;1;1
1;21;11;0;0;1;1395.390015;1395.390015;0;1;0;0
0;18;10;0;0;1;0;0;6527.918945;1;1;1
1;18;10;0;0;1;2589.041992;2589.041992;0;1;0;0
1;17;9;0;0;1;445.1704102;74.34345245;6210.669922;1;0;0
0;19;10;0;0;1;1197.461548;1197.461548;11223.71973;1;0;0
0;25;7;0;0;1;1413.106689;1177.11792;9722.348633;1;0;0
0;18;9;0;0;1;1646.510132;1646.510132;1065.672241;1;0;0
1;18;9;0;0;1;1868.891113;1713.773193;8836.56543;1;0;0
0;18;9;0;0;1;2927.927734;2684.909912;2978.669434;1;0;0
1;22;9;0;0;1;0;0;3595.894043;1;1;1
1;19;9;0;0;1;6511.124023;6511.124023;7913.385742;1;0;0
0;19;9;0;0;1;0;0;3811.683105;1;1;1
1;20;9;0;0;1;8740.939453;8015.441895;5487.969727;1;0;0
0;18;8;0;0;1;3311.802734;2483.852051;11135.53418;1;0;0
0;22;8;0;0;1;0;0;9920.945313;1;1;1
1;19;8;0;0;1;2483.851807;1862.888794;8774.623047;1;0;0
0;24;4;0;0;1;0;0;3880.833008;1;1;1
